trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,n_cases_hq_cohort_both_sexes,n_cases_hq_cohort_females,n_cases_hq_cohort_males,pops,num_pops,pops_pass_qc,num_pops_pass_qc,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,rhemc_25bin_50rv_h2_observed_AFR,rhemc_25bin_50rv_h2_observed_AMR,rhemc_25bin_50rv_h2_observed_CSA,rhemc_25bin_50rv_h2_observed_EAS,sldsc_25bin_h2_observed_EUR,rhemc_25bin_50rv_h2_observed_MID,rhemc_25bin_50rv_h2_observed_se_AFR,rhemc_25bin_50rv_h2_observed_se_AMR,rhemc_25bin_50rv_h2_observed_se_CSA,rhemc_25bin_50rv_h2_observed_se_EAS,sldsc_25bin_h2_observed_se_EUR,rhemc_25bin_50rv_h2_observed_se_MID,rhemc_25bin_50rv_h2_liability_AFR,rhemc_25bin_50rv_h2_liability_AMR,rhemc_25bin_50rv_h2_liability_CSA,rhemc_25bin_50rv_h2_liability_EAS,sldsc_25bin_h2_liability_EUR,rhemc_25bin_50rv_h2_liability_MID,rhemc_25bin_50rv_h2_liability_se_AFR,rhemc_25bin_50rv_h2_liability_se_AMR,rhemc_25bin_50rv_h2_liability_se_CSA,rhemc_25bin_50rv_h2_liability_se_EAS,sldsc_25bin_h2_liability_se_EUR,rhemc_25bin_50rv_h2_liability_se_MID,rhemc_25bin_50rv_h2_z_AFR,rhemc_25bin_50rv_h2_z_AMR,rhemc_25bin_50rv_h2_z_CSA,rhemc_25bin_50rv_h2_z_EAS,sldsc_25bin_h2_z_EUR,rhemc_25bin_50rv_h2_z_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID,in_max_independent_set,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,md5_hex,size_in_bytes,md5_hex_tabix,size_in_bytes_tabix,trait_efos,trait_efo_terms,trait_efo_categories
icd10,X58,both_sexes,,,X58 Exposure to other specified factors,truncated: true,NA,Chapter XX External causes of morbidity and mortality | X58-X59 Accidental exposure to other and unspecified factors | X58 Exposure to other specified factors,153,66,87,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,420378,NA,NA,NA,NA,NA,3.60E-03,NA,NA,NA,NA,NA,2.00E-03,NA,NA,NA,NA,NA,7.48E-01,NA,NA,NA,NA,NA,4.15E-01,NA,NA,NA,NA,NA,1.80E+00,NA,NA,NA,NA,NA,9.85E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X58-both_sexes.tsv.bgz,icd10-X58-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X58-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X58-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X58-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X58-both_sexes.tsv.bgz.tbi,f577339080f858774141af11e6a5a183,516021920,873fa0034b3de7e162e9ee5a217f6a48,1750098,NA,NA,NA
icd10,X59,both_sexes,,,X59 Exposure to unspecified factor,truncated: true,NA,Chapter XX External causes of morbidity and mortality | X58-X59 Accidental exposure to other and unspecified factors | X59 Exposure to unspecified factor,4363,1996,2367,NA,NA,NA,"AFR,CSA,EUR",3,,0,50,NA,71,NA,4242,NA,6586,NA,8805,NA,416289,NA,4.81E-01,NA,1.02E-01,NA,7.00E-04,NA,9.96E-02,NA,4.18E-02,NA,2.10E-03,NA,8.32E+00,NA,1.68E+00,NA,9.69E-03,NA,1.72E+00,NA,6.91E-01,NA,2.91E-02,NA,4.83E+00,NA,2.44E+00,NA,3.33E-01,NA,1.01E+00,NA,9.85E-01,NA,1.07E+00,NA,not_EUR_plus_1,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-X59-both_sexes.tsv.bgz,icd10-X59-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X59-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X59-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X59-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X59-both_sexes.tsv.bgz.tbi,85bb76a18655bc9bdea50d423f3bf9f8,1558298044,279cf2b670b308f0cd6a00804cff7c6f,2042059,NA,NA,NA
icd10,X60,both_sexes,,,"X60 Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X60 Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",1566,920,646,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,1566,NA,NA,NA,NA,NA,418965,NA,NA,NA,NA,NA,1.50E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,4.51E-02,NA,NA,NA,NA,NA,6.61E-02,NA,NA,NA,NA,NA,6.82E-01,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X60-both_sexes.tsv.bgz,icd10-X60-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X60-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X60-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X60-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X60-both_sexes.tsv.bgz.tbi,bdbb5e599bd26bf08b166556951a66e3,541618053,0d423a2bfb01037106588d70b8de8905,1751257,NA,NA,NA
icd10,X61,both_sexes,,,"X61 Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X61 Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified",1559,946,613,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,1559,NA,NA,NA,NA,NA,418972,NA,NA,NA,NA,NA,8.00E-04,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,2.41E-02,NA,NA,NA,NA,NA,6.63E-02,NA,NA,NA,NA,NA,3.64E-01,NA,NA,NA,NA,NA,1.04E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X61-both_sexes.tsv.bgz,icd10-X61-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X61-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X61-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X61-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X61-both_sexes.tsv.bgz.tbi,98931ca52fbf0587684983abde8985e6,541576622,6a5673d978713b78a8b177f61d29d411,1751262,NA,NA,NA
icd10,X62,both_sexes,,,"X62 Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X62 Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",541,294,247,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,541,NA,NA,NA,NA,NA,419990,NA,NA,NA,NA,NA,-6.00E-04,NA,NA,NA,NA,NA,1.90E-03,NA,NA,NA,NA,NA,-4.29E-02,NA,NA,NA,NA,NA,1.36E-01,NA,NA,NA,NA,NA,-3.16E-01,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X62-both_sexes.tsv.bgz,icd10-X62-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X62-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X62-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X62-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X62-both_sexes.tsv.bgz.tbi,186f750527d2fd5aad620f1c70f556df,532850993,2f9bef91672c33e48eabf8ff520bdd01,1750710,NA,NA,NA
icd10,X63,both_sexes,,,X63 Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,truncated: true,NA,Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X63 Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,152,72,80,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,420379,NA,NA,NA,NA,NA,2.80E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,5.85E-01,NA,NA,NA,NA,NA,4.80E-01,NA,NA,NA,NA,NA,1.22E+00,NA,NA,NA,NA,NA,1.01E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X63-both_sexes.tsv.bgz,icd10-X63-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X63-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X63-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X63-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X63-both_sexes.tsv.bgz.tbi,55102e5b09f62437355587cc44d12acf,515710361,955dcbca6c6af62adddb368b9ae651e1,1749875,NA,NA,NA
icd10,X64,both_sexes,,,"X64 Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X64 Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",640,337,303,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,640,NA,NA,NA,NA,NA,419891,NA,NA,NA,NA,NA,-1.10E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,-6.84E-02,NA,NA,NA,NA,NA,1.37E-01,NA,NA,NA,NA,NA,-5.00E-01,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X64-both_sexes.tsv.bgz,icd10-X64-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X64-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X64-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X64-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X64-both_sexes.tsv.bgz.tbi,7bc943f964f72b6a79351f364dad7287,534571605,c6adc9d8bf171c3d29aea25e39b584a7,1751068,NA,NA,NA
icd10,X70,both_sexes,,,"X70 Intentional self-harm by hanging, strangulation and suffocation",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X70 Intentional self-harm by hanging, strangulation and suffocation",118,37,81,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,420413,NA,NA,NA,NA,NA,3.70E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,9.61E-01,NA,NA,NA,NA,NA,5.97E-01,NA,NA,NA,NA,NA,1.61E+00,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X70-both_sexes.tsv.bgz,icd10-X70-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X70-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X70-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X70-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X70-both_sexes.tsv.bgz.tbi,0239cf9370ae08ad19464eeaec811609,512625457,2afa429193544555a21968efc45b61b8,1750062,NA,NA,NA
icd10,X78,both_sexes,,,X78 Intentional self-harm by sharp object,truncated: true,NA,Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X78 Intentional self-harm by sharp object,211,94,117,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,420320,NA,NA,NA,NA,NA,5.00E-03,NA,NA,NA,NA,NA,2.40E-03,NA,NA,NA,NA,NA,7.89E-01,NA,NA,NA,NA,NA,3.79E-01,NA,NA,NA,NA,NA,2.08E+00,NA,NA,NA,NA,NA,9.93E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X78-both_sexes.tsv.bgz,icd10-X78-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X78-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X78-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X78-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X78-both_sexes.tsv.bgz.tbi,486e6f87907eebd0dc02237b8e073d71,520450347,4d63c5430cf901738c14c70d1551872b,1749658,NA,NA,NA
icd10,X99,both_sexes,,,X99 Assault by sharp object,truncated: true,NA,Chapter XX External causes of morbidity and mortality | X85-X99 Assault | X99 Assault by sharp object,140,14,126,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,420391,NA,NA,NA,NA,NA,-2.60E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,-5.83E-01,NA,NA,NA,NA,NA,4.71E-01,NA,NA,NA,NA,NA,-1.24E+00,NA,NA,NA,NA,NA,9.43E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X99-both_sexes.tsv.bgz,icd10-X99-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X99-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X99-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X99-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X99-both_sexes.tsv.bgz.tbi,81f0b3e740c1ce6968b0d34578e879de,514681467,9f9577fdabfbfe15cfe0e4157780a934,1749797,NA,NA,NA
icd10,Y04,both_sexes,,,Y04 Assault by bodily force,truncated: true,NA,Chapter XX External causes of morbidity and mortality | Y00-Y09 Assault | Y04 Assault by bodily force,740,118,622,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,740,NA,NA,NA,NA,NA,419791,NA,NA,NA,NA,NA,1.40E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,7.72E-02,NA,NA,NA,NA,NA,1.16E-01,NA,NA,NA,NA,NA,6.67E-01,NA,NA,NA,NA,NA,9.80E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Y04-both_sexes.tsv.bgz,icd10-Y04-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y04-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y04-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y04-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y04-both_sexes.tsv.bgz.tbi,a16ab9e923ef8a987ef2be8a78c12ede,535667460,f6719f74a7a62be63eb59e806af9b764,1751109,NA,NA,NA
icd10,Y09,both_sexes,,,Y09 Assault by unspecified means,truncated: true,NA,Chapter XX External causes of morbidity and mortality | Y00-Y09 Assault | Y09 Assault by unspecified means,188,25,163,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,420343,NA,NA,NA,NA,NA,9.00E-04,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,1.57E-01,NA,NA,NA,NA,NA,3.83E-01,NA,NA,NA,NA,NA,4.09E-01,NA,NA,NA,NA,NA,9.90E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Y09-both_sexes.tsv.bgz,icd10-Y09-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y09-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y09-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y09-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y09-both_sexes.tsv.bgz.tbi,bf680129813ddfa7da0bb0fe7846c0f4,517768886,fc07f34d53813d8c5d899bff2d4ff9c9,1750161,NA,NA,NA
icd10,Y40,both_sexes,,,Y40 Systemic antibiotics,truncated: true,NA,"Chapter XX External causes of morbidity and mortality | Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use | Y40 Systemic antibiotics",897,490,407,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,897,NA,NA,NA,NA,NA,419634,NA,NA,NA,NA,NA,1.30E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,6.12E-02,NA,NA,NA,NA,NA,1.04E-01,NA,NA,NA,NA,NA,5.91E-01,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Y40-both_sexes.tsv.bgz,icd10-Y40-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y40-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y40-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y40-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y40-both_sexes.tsv.bgz.tbi,6b871942d86518ac4662ea94ec8aa416,537468035,2ce24860c9f4483059ced7a3a418a28d,1751086,NA,NA,NA
icd10,Y41,both_sexes,,,Y41 Other systemic anti-infectives and antiparasitics,truncated: true,NA,"Chapter XX External causes of morbidity and mortality | Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use | Y41 Other systemic anti-infectives and antiparasitics",231,149,82,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,420300,NA,NA,NA,NA,NA,1.20E-03,NA,NA,NA,NA,NA,1.80E-03,NA,NA,NA,NA,NA,1.75E-01,NA,NA,NA,NA,NA,2.63E-01,NA,NA,NA,NA,NA,6.67E-01,NA,NA,NA,NA,NA,9.57E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Y41-both_sexes.tsv.bgz,icd10-Y41-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y41-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y41-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y41-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y41-both_sexes.tsv.bgz.tbi,a6af6c00138d46b3951ad4d8a27b54f0,522182124,b72bbae069ecd842863a02107d640414,1750152,NA,NA,NA
icd10,Y42,both_sexes,,,"Y42 Hormones and their synthetic substitutes and antagonists, not elsewhere classified",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use | Y42 Hormones and their synthetic substitutes and antagonists, not elsewhere classified",1086,815,271,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,1086,NA,NA,NA,NA,NA,419445,NA,NA,NA,NA,NA,-6.35E-05,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,-2.56E-03,NA,NA,NA,NA,NA,8.87E-02,NA,NA,NA,NA,NA,-2.89E-02,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Y42-both_sexes.tsv.bgz,icd10-Y42-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y42-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y42-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y42-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y42-both_sexes.tsv.bgz.tbi,83cb6a8e27ca4cdf32776d83fab30b24,539070331,e5bfc4efb1f91874388619811b39b4a1,1751222,NA,NA,NA
icd10,Y43,both_sexes,,,Y43 Primarily systemic agents,truncated: true,NA,"Chapter XX External causes of morbidity and mortality | Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use | Y43 Primarily systemic agents",3054,1818,1236,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,3054,NA,NA,NA,NA,NA,417477,NA,NA,NA,NA,NA,2.70E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,4.80E-02,NA,NA,NA,NA,NA,4.09E-02,NA,NA,NA,NA,NA,1.17E+00,NA,NA,NA,NA,NA,1.01E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Y43-both_sexes.tsv.bgz,icd10-Y43-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y43-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y43-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y43-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y43-both_sexes.tsv.bgz.tbi,2e49d1178dd02d3add50e6c71da5ce96,545802780,d2538ca0effd8501c5033b208a9adfe0,1751214,NA,NA,NA
icd10,Y44,both_sexes,,,Y44 Agents primarily affecting blood constituents,truncated: true,NA,"Chapter XX External causes of morbidity and mortality | Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use | Y44 Agents primarily affecting blood constituents",404,154,250,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,404,NA,NA,NA,NA,NA,420127,NA,NA,NA,NA,NA,-2.20E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,-2.00E-01,NA,NA,NA,NA,NA,2.10E-01,NA,NA,NA,NA,NA,-9.57E-01,NA,NA,NA,NA,NA,9.86E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Y44-both_sexes.tsv.bgz,icd10-Y44-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y44-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y44-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y44-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y44-both_sexes.tsv.bgz.tbi,bc6667efa86010cf4d1a92b94e6e92ca,529420728,4b90b68d227413cb591f46cf4b5759b0,1750885,NA,NA,NA
icd10,Y45,both_sexes,,,"Y45 Analgesics, antipyretics and anti-inflammatory drugs",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use | Y45 Analgesics, antipyretics and anti-inflammatory drugs",1376,722,654,NA,NA,NA,"CSA,EUR",2,,0,NA,NA,54,NA,1322,NA,NA,NA,8822,NA,419209,NA,NA,NA,1.38E-01,NA,-1.30E-03,NA,NA,NA,3.85E-02,NA,1.90E-03,NA,NA,NA,2.82E+00,NA,-4.47E-02,NA,NA,NA,7.86E-01,NA,6.54E-02,NA,NA,NA,3.59E+00,NA,-6.84E-01,NA,NA,NA,1.04E+00,NA,1.01E+00,NA,NA,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-Y45-both_sexes.tsv.bgz,icd10-Y45-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y45-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y45-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Y45-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Y45-both_sexes.tsv.bgz.tbi,3621d70516b32aff8694a9208160b72d,1066687315,5102b15e3af7ed184dbb1fccf6ee5fff,1921765,NA,NA,NA
